market_time,slug,poly_outcome,binance_momentum,binance_direction,binance_close,momentum_pct,correct_prediction,abs_momentum,momentum_size,coin,market_type
2026-02-27 16:15:00+00:00,btc-updown-5m-1772208900,UP,0.02628808188168929,UP,65940.74,0.02628808188168929,True,0.02628808188168929,Tiny (<0.05%),BTC,5m
2026-02-27 16:20:00+00:00,btc-updown-5m-1772209200,UP,-0.04378173493353258,DOWN,65911.87,-0.04378173493353258,False,0.04378173493353258,Tiny (<0.05%),BTC,5m
2026-02-27 16:25:00+00:00,btc-updown-5m-1772209500,DOWN,0.15786230917132668,UP,66015.92,0.15786230917132668,False,0.15786230917132668,Medium (0.15-0.5%),BTC,5m
2026-02-27 16:30:00+00:00,btc-updown-5m-1772209800,UP,-0.01973766327879523,DOWN,66002.89,-0.01973766327879523,False,0.01973766327879523,Tiny (<0.05%),BTC,5m
2026-02-27 16:35:00+00:00,btc-updown-5m-1772210100,DOWN,-0.08775373320774023,DOWN,65944.97,-0.08775373320774023,True,0.08775373320774023,Small (0.05-0.15%),BTC,5m
2026-02-27 16:40:00+00:00,btc-updown-5m-1772210400,DOWN,-0.12242025434236443,DOWN,65864.24,-0.12242025434236443,True,0.12242025434236443,Small (0.05-0.15%),BTC,5m
2026-02-27 16:45:00+00:00,btc-updown-5m-1772210700,DOWN,-0.13416992285952117,DOWN,65775.87,-0.13416992285952117,True,0.13416992285952117,Small (0.05-0.15%),BTC,5m
2026-02-27 16:50:00+00:00,btc-updown-5m-1772211000,UP,-0.3224282704280487,DOWN,65563.79,-0.3224282704280487,False,0.3224282704280487,Medium (0.15-0.5%),BTC,5m
2026-02-27 16:55:00+00:00,btc-updown-5m-1772211300,DOWN,0.016716544299843563,UP,65574.75,0.016716544299843563,False,0.016716544299843563,Tiny (<0.05%),BTC,5m
2026-02-27 17:00:00+00:00,btc-updown-5m-1772211600,UP,-0.047686037689818224,DOWN,65543.48,-0.047686037689818224,False,0.047686037689818224,Tiny (<0.05%),BTC,5m
2026-02-27 17:05:00+00:00,btc-updown-5m-1772211900,UP,0.09910978178150812,UP,65608.44,0.09910978178150812,True,0.09910978178150812,Small (0.05-0.15%),BTC,5m
2026-02-27 17:10:00+00:00,btc-updown-5m-1772212200,DOWN,-0.07736809471465761,DOWN,65557.68,-0.07736809471465761,True,0.07736809471465761,Small (0.05-0.15%),BTC,5m
2026-02-27 17:15:00+00:00,btc-updown-5m-1772212500,DOWN,-0.12120624158754835,DOWN,65478.22,-0.12120624158754835,True,0.12120624158754835,Small (0.05-0.15%),BTC,5m
2026-02-27 17:20:00+00:00,btc-updown-5m-1772212800,DOWN,-0.18369466976957963,DOWN,65357.94,-0.18369466976957963,True,0.18369466976957963,Medium (0.15-0.5%),BTC,5m
2026-02-27 17:25:00+00:00,btc-updown-5m-1772213100,DOWN,-0.14647034468957132,DOWN,65262.21,-0.14647034468957132,True,0.14647034468957132,Small (0.05-0.15%),BTC,5m
2026-02-27 17:30:00+00:00,btc-updown-5m-1772213400,UP,-0.0615670232436203,DOWN,65222.03,-0.0615670232436203,False,0.0615670232436203,Small (0.05-0.15%),BTC,5m
2026-02-27 17:35:00+00:00,btc-updown-5m-1772213700,UP,0.049109173694837215,UP,65254.06,0.049109173694837215,True,0.049109173694837215,Tiny (<0.05%),BTC,5m
2026-02-27 17:40:00+00:00,btc-updown-5m-1772214000,UP,0.30795018731402213,UP,65455.01,0.30795018731402213,True,0.30795018731402213,Medium (0.15-0.5%),BTC,5m
2026-02-27 17:45:00+00:00,btc-updown-5m-1772214300,UP,-0.03050950568948223,DOWN,65435.04,-0.03050950568948223,False,0.03050950568948223,Tiny (<0.05%),BTC,5m
2026-02-27 17:50:00+00:00,btc-updown-5m-1772214600,UP,0.00809963591371784,UP,65440.34,0.00809963591371784,True,0.00809963591371784,Tiny (<0.05%),BTC,5m
2026-02-27 17:55:00+00:00,btc-updown-5m-1772214900,UP,0.1903871526339816,UP,65564.93,0.1903871526339816,True,0.1903871526339816,Medium (0.15-0.5%),BTC,5m
2026-02-27 18:00:00+00:00,btc-updown-5m-1772215200,DOWN,0.2078550224945156,UP,65701.21,0.2078550224945156,False,0.2078550224945156,Medium (0.15-0.5%),BTC,5m
2026-02-27 18:05:00+00:00,btc-updown-5m-1772215500,DOWN,-0.09709105814034193,DOWN,65637.42,-0.09709105814034193,True,0.09709105814034193,Small (0.05-0.15%),BTC,5m
2026-02-27 18:10:00+00:00,btc-updown-5m-1772215800,UP,-0.10672265911731893,DOWN,65567.37,-0.10672265911731893,False,0.10672265911731893,Small (0.05-0.15%),BTC,5m
2026-02-27 18:15:00+00:00,btc-updown-5m-1772216100,DOWN,-0.014199135942157926,DOWN,65558.06,-0.014199135942157926,True,0.014199135942157926,Tiny (<0.05%),BTC,5m
2026-02-27 18:20:00+00:00,btc-updown-5m-1772216400,DOWN,-0.04319834967660682,DOWN,65529.74,-0.04319834967660682,True,0.04319834967660682,Tiny (<0.05%),BTC,5m
2026-02-27 18:25:00+00:00,btc-updown-5m-1772216700,UP,-0.1940187768179752,DOWN,65402.6,-0.1940187768179752,False,0.1940187768179752,Medium (0.15-0.5%),BTC,5m
2026-02-27 18:30:00+00:00,btc-updown-5m-1772217000,UP,0.3771256800188394,UP,65649.25,0.3771256800188394,True,0.3771256800188394,Medium (0.15-0.5%),BTC,5m
2026-02-27 18:35:00+00:00,btc-updown-5m-1772217300,DOWN,-0.05253677688626335,DOWN,65614.76,-0.05253677688626335,True,0.05253677688626335,Small (0.05-0.15%),BTC,5m
2026-02-27 18:40:00+00:00,btc-updown-5m-1772217600,UP,-0.06553403532985566,DOWN,65571.76,-0.06553403532985566,False,0.06553403532985566,Small (0.05-0.15%),BTC,5m
2026-02-27 18:45:00+00:00,btc-updown-5m-1772217900,DOWN,0.001921558915010537,UP,65573.02,0.001921558915010537,False,0.001921558915010537,Tiny (<0.05%),BTC,5m
2026-02-27 18:50:00+00:00,btc-updown-5m-1772218200,DOWN,-0.32431021173037855,DOWN,65360.36,-0.32431021173037855,True,0.32431021173037855,Medium (0.15-0.5%),BTC,5m
2026-02-27 18:55:00+00:00,btc-updown-5m-1772218500,UP,-0.1788392842389476,DOWN,65243.47,-0.1788392842389476,False,0.1788392842389476,Medium (0.15-0.5%),BTC,5m
2026-02-27 19:00:00+00:00,btc-updown-5m-1772218800,UP,0.12033388168961895,UP,65321.98,0.12033388168961895,True,0.12033388168961895,Small (0.05-0.15%),BTC,5m
2026-02-27 19:05:00+00:00,btc-updown-5m-1772219100,DOWN,0.1102844708626309,UP,65394.02,0.1102844708626309,False,0.1102844708626309,Small (0.05-0.15%),BTC,5m
2026-02-27 19:10:00+00:00,btc-updown-5m-1772219400,UP,-0.22951639920591593,DOWN,65243.93,-0.22951639920591593,False,0.22951639920591593,Medium (0.15-0.5%),BTC,5m
2026-02-27 19:15:00+00:00,btc-updown-5m-1772219700,DOWN,0.02666914761266137,UP,65261.33,0.02666914761266137,False,0.02666914761266137,Tiny (<0.05%),BTC,5m
2026-02-27 19:20:00+00:00,btc-updown-5m-1772220000,UP,-0.025007152014829774,DOWN,65245.01,-0.025007152014829774,False,0.025007152014829774,Tiny (<0.05%),BTC,5m
2026-02-27 19:25:00+00:00,btc-updown-5m-1772220300,UP,0.056693990850791444,UP,65282.0,0.056693990850791444,True,0.056693990850791444,Small (0.05-0.15%),BTC,5m
2026-02-27 19:30:00+00:00,btc-updown-5m-1772220600,UP,0.08513832296804899,UP,65337.58,0.08513832296804899,True,0.08513832296804899,Small (0.05-0.15%),BTC,5m
2026-02-27 19:35:00+00:00,btc-updown-5m-1772220900,DOWN,0.08635153000768968,UP,65394.0,0.08635153000768968,False,0.08635153000768968,Small (0.05-0.15%),BTC,5m
2026-02-27 19:40:00+00:00,btc-updown-5m-1772221200,DOWN,-0.05569318286081025,DOWN,65357.58,-0.05569318286081025,True,0.05569318286081025,Small (0.05-0.15%),BTC,5m
2026-02-27 19:45:00+00:00,btc-updown-5m-1772221500,DOWN,-0.051317689547258134,DOWN,65324.04,-0.051317689547258134,True,0.051317689547258134,Small (0.05-0.15%),BTC,5m
2026-02-27 19:50:00+00:00,btc-updown-5m-1772221800,UP,-0.00796031598781148,DOWN,65318.84,-0.00796031598781148,False,0.00796031598781148,Tiny (<0.05%),BTC,5m
2026-02-27 19:55:00+00:00,btc-updown-5m-1772222100,DOWN,0.17610539317600576,UP,65433.87,0.17610539317600576,False,0.17610539317600576,Medium (0.15-0.5%),BTC,5m
2026-02-27 20:00:00+00:00,btc-updown-5m-1772222400,UP,-0.008466563264561416,DOWN,65428.33,-0.008466563264561416,False,0.008466563264561416,Tiny (<0.05%),BTC,5m
2026-02-27 20:05:00+00:00,btc-updown-5m-1772222700,UP,0.11259648534510701,UP,65502.0,0.11259648534510701,True,0.11259648534510701,Small (0.05-0.15%),BTC,5m
2026-02-27 20:10:00+00:00,btc-updown-5m-1772223000,UP,0.09416506366216759,UP,65563.68,0.09416506366216759,True,0.09416506366216759,Small (0.05-0.15%),BTC,5m
2026-02-27 20:15:00+00:00,btc-updown-5m-1772223300,UP,-0.007046584328389352,DOWN,65559.06,-0.007046584328389352,False,0.007046584328389352,Tiny (<0.05%),BTC,5m
2026-02-27 20:20:00+00:00,btc-updown-5m-1772223600,UP,0.0028371364690106633,UP,65560.92,0.0028371364690106633,True,0.0028371364690106633,Tiny (<0.05%),BTC,5m
2026-02-27 20:25:00+00:00,btc-updown-5m-1772223900,DOWN,0.08093236031464732,UP,65613.98,0.08093236031464732,False,0.08093236031464732,Small (0.05-0.15%),BTC,5m
2026-02-27 20:30:00+00:00,btc-updown-5m-1772224200,DOWN,-0.07304845705136774,DOWN,65566.05,-0.07304845705136774,True,0.07304845705136774,Small (0.05-0.15%),BTC,5m
2026-02-27 20:35:00+00:00,btc-updown-5m-1772224500,UP,-0.02327424025087574,DOWN,65550.79,-0.02327424025087574,False,0.02327424025087574,Tiny (<0.05%),BTC,5m
2026-02-27 20:40:00+00:00,btc-updown-5m-1772224800,UP,0.14524615187705048,UP,65646.0,0.14524615187705048,True,0.14524615187705048,Small (0.05-0.15%),BTC,5m
2026-02-27 20:45:00+00:00,btc-updown-5m-1772225100,UP,-0.02691710081345132,DOWN,65628.33,-0.02691710081345132,False,0.02691710081345132,Tiny (<0.05%),BTC,5m
2026-02-27 20:50:00+00:00,btc-updown-5m-1772225400,DOWN,-0.01947329758352656,DOWN,65615.55,-0.01947329758352656,True,0.01947329758352656,Tiny (<0.05%),BTC,5m
2026-02-27 20:55:00+00:00,btc-updown-5m-1772225700,DOWN,-0.010576761148847078,DOWN,65608.61,-0.010576761148847078,True,0.010576761148847078,Tiny (<0.05%),BTC,5m
2026-02-27 21:00:00+00:00,btc-updown-5m-1772226000,UP,-0.08768666185733677,DOWN,65551.08,-0.08768666185733677,False,0.08768666185733677,Small (0.05-0.15%),BTC,5m
2026-02-27 21:05:00+00:00,btc-updown-5m-1772226300,DOWN,0.1999967048597693,UP,65682.18,0.1999967048597693,False,0.1999967048597693,Medium (0.15-0.5%),BTC,5m
2026-02-27 21:10:00+00:00,btc-updown-5m-1772226600,DOWN,-0.075606503925401,DOWN,65632.52,-0.075606503925401,True,0.075606503925401,Small (0.05-0.15%),BTC,5m
2026-02-27 21:15:00+00:00,btc-updown-5m-1772226900,UP,-0.06428215768646751,DOWN,65590.33,-0.06428215768646751,False,0.06428215768646751,Small (0.05-0.15%),BTC,5m
2026-02-27 21:20:00+00:00,btc-updown-5m-1772227200,UP,0.1672045254231809,UP,65700.0,0.1672045254231809,True,0.1672045254231809,Medium (0.15-0.5%),BTC,5m
2026-02-27 21:25:00+00:00,btc-updown-5m-1772227500,DOWN,0.03911719939116756,UP,65725.7,0.03911719939116756,False,0.03911719939116756,Tiny (<0.05%),BTC,5m
2026-02-27 21:30:00+00:00,btc-updown-5m-1772227800,DOWN,-0.06248697237152657,DOWN,65684.63,-0.06248697237152657,True,0.06248697237152657,Small (0.05-0.15%),BTC,5m
2026-02-27 21:35:00+00:00,btc-updown-5m-1772228100,DOWN,-0.09624778277658132,DOWN,65621.41,-0.09624778277658132,True,0.09624778277658132,Small (0.05-0.15%),BTC,5m
2026-02-27 21:40:00+00:00,btc-updown-5m-1772228400,UP,0.008930012323722671,UP,65627.27,0.008930012323722671,True,0.008930012323722671,Tiny (<0.05%),BTC,5m
2026-02-27 21:45:00+00:00,btc-updown-5m-1772228700,DOWN,-0.01644133604827406,DOWN,65616.48,-0.01644133604827406,True,0.01644133604827406,Tiny (<0.05%),BTC,5m
2026-02-27 21:50:00+00:00,btc-updown-5m-1772229000,DOWN,-0.05431562314833014,DOWN,65580.84,-0.05431562314833014,True,0.05431562314833014,Small (0.05-0.15%),BTC,5m
2026-02-27 21:55:00+00:00,btc-updown-5m-1772229300,UP,-0.241000267761126,DOWN,65422.79,-0.241000267761126,False,0.241000267761126,Medium (0.15-0.5%),BTC,5m
2026-02-27 22:00:00+00:00,btc-updown-5m-1772229600,DOWN,0.21040068758914357,UP,65560.44,0.21040068758914357,False,0.21040068758914357,Medium (0.15-0.5%),BTC,5m
2026-02-27 22:05:00+00:00,btc-updown-5m-1772229900,DOWN,-0.06276650980378023,DOWN,65519.29,-0.06276650980378023,True,0.06276650980378023,Small (0.05-0.15%),BTC,5m
2026-02-27 22:10:00+00:00,btc-updown-5m-1772230200,UP,-0.05877658320168311,DOWN,65480.78,-0.05877658320168311,False,0.05877658320168311,Small (0.05-0.15%),BTC,5m
2026-02-27 22:15:00+00:00,btc-updown-5m-1772230500,UP,0.19732507767929214,UP,65609.99,0.19732507767929214,True,0.19732507767929214,Medium (0.15-0.5%),BTC,5m
2026-02-27 22:20:00+00:00,btc-updown-5m-1772230800,DOWN,-0.016826705811124415,DOWN,65598.95,-0.016826705811124415,True,0.016826705811124415,Tiny (<0.05%),BTC,5m
2026-02-27 22:25:00+00:00,btc-updown-5m-1772231100,DOWN,-0.15763971831865636,DOWN,65495.54,-0.15763971831865636,True,0.15763971831865636,Medium (0.15-0.5%),BTC,5m
2026-02-27 22:30:00+00:00,btc-updown-5m-1772231400,DOWN,-0.11837447252133326,DOWN,65418.01,-0.11837447252133326,True,0.11837447252133326,Small (0.05-0.15%),BTC,5m
2026-02-27 22:35:00+00:00,btc-updown-5m-1772231700,UP,-0.3089974763830319,DOWN,65215.87,-0.3089974763830319,False,0.3089974763830319,Medium (0.15-0.5%),BTC,5m
2026-02-27 22:40:00+00:00,btc-updown-5m-1772232000,UP,0.1919931452267663,UP,65341.08,0.1919931452267663,True,0.1919931452267663,Medium (0.15-0.5%),BTC,5m
2026-02-27 22:45:00+00:00,btc-updown-5m-1772232300,DOWN,0.434841297389031,UP,65625.21,0.434841297389031,False,0.434841297389031,Medium (0.15-0.5%),BTC,5m
2026-02-27 22:50:00+00:00,btc-updown-5m-1772232600,UP,-0.0922206572748553,DOWN,65564.69,-0.0922206572748553,False,0.0922206572748553,Small (0.05-0.15%),BTC,5m
2026-02-27 22:55:00+00:00,btc-updown-5m-1772232900,UP,0.011149293926346135,UP,65572.0,0.011149293926346135,True,0.011149293926346135,Tiny (<0.05%),BTC,5m
2026-02-27 23:00:00+00:00,btc-updown-5m-1772233200,UP,-0.030988836698601512,DOWN,65551.68,-0.030988836698601512,False,0.030988836698601512,Tiny (<0.05%),BTC,5m
2026-02-27 23:05:00+00:00,btc-updown-5m-1772233500,UP,0.34829008196283034,UP,65779.99,0.34829008196283034,True,0.34829008196283034,Medium (0.15-0.5%),BTC,5m
2026-02-27 23:10:00+00:00,btc-updown-5m-1772233800,DOWN,0.04034661604538644,UP,65806.53,0.04034661604538644,False,0.04034661604538644,Tiny (<0.05%),BTC,5m
2026-02-27 23:15:00+00:00,btc-updown-5m-1772234100,UP,-0.09997488091226447,DOWN,65740.74,-0.09997488091226447,False,0.09997488091226447,Small (0.05-0.15%),BTC,5m
2026-02-27 23:20:00+00:00,btc-updown-5m-1772234400,UP,0.23356901671625288,UP,65894.29,0.23356901671625288,True,0.23356901671625288,Medium (0.15-0.5%),BTC,5m
2026-02-27 23:25:00+00:00,btc-updown-5m-1772234700,DOWN,-0.06789662655139117,DOWN,65849.55,-0.06789662655139117,True,0.06789662655139117,Small (0.05-0.15%),BTC,5m
2026-02-27 23:30:00+00:00,btc-updown-5m-1772235000,UP,0.03125306095486111,UP,65870.13,0.03125306095486111,True,0.03125306095486111,Tiny (<0.05%),BTC,5m
2026-02-27 23:35:00+00:00,btc-updown-5m-1772235300,UP,0.10628489726678049,UP,65940.14,0.10628489726678049,True,0.10628489726678049,Small (0.05-0.15%),BTC,5m
2026-02-27 23:40:00+00:00,btc-updown-5m-1772235600,DOWN,-0.05133443756717202,DOWN,65906.29,-0.05133443756717202,True,0.05133443756717202,Small (0.05-0.15%),BTC,5m
2026-02-27 23:45:00+00:00,btc-updown-5m-1772235900,UP,-0.0325310376293185,DOWN,65884.85,-0.0325310376293185,False,0.0325310376293185,Tiny (<0.05%),BTC,5m
2026-02-27 23:50:00+00:00,btc-updown-5m-1772236200,UP,0.0064961823545152415,UP,65889.13,0.0064961823545152415,True,0.0064961823545152415,Tiny (<0.05%),BTC,5m
2026-02-27 23:55:00+00:00,btc-updown-5m-1772236500,DOWN,-0.026195519655532424,DOWN,65871.87,-0.026195519655532424,True,0.026195519655532424,Tiny (<0.05%),BTC,5m
2026-02-28 00:00:00+00:00,btc-updown-5m-1772236800,UP,-0.03918212736331559,DOWN,65846.06,-0.03918212736331559,False,0.03918212736331559,Tiny (<0.05%),BTC,5m
2026-02-28 00:05:00+00:00,btc-updown-5m-1772237100,DOWN,0.05884938293954111,UP,65884.81,0.05884938293954111,False,0.05884938293954111,Small (0.05-0.15%),BTC,5m
2026-02-28 00:10:00+00:00,btc-updown-5m-1772237400,UP,0.047112528669367264,UP,65915.85,0.047112528669367264,True,0.047112528669367264,Tiny (<0.05%),BTC,5m
2026-02-28 00:15:00+00:00,btc-updown-5m-1772237700,DOWN,0.06291354810717173,UP,65957.32,0.06291354810717173,False,0.06291354810717173,Small (0.05-0.15%),BTC,5m
2026-02-28 00:20:00+00:00,btc-updown-5m-1772238000,DOWN,-0.09011888293824297,DOWN,65897.88,-0.09011888293824297,True,0.09011888293824297,Small (0.05-0.15%),BTC,5m
2026-02-28 00:25:00+00:00,btc-updown-5m-1772238300,DOWN,-0.035266688397267466,DOWN,65874.64,-0.035266688397267466,True,0.035266688397267466,Tiny (<0.05%),BTC,5m
2026-02-28 00:30:00+00:00,btc-updown-5m-1772238600,UP,-0.1635075349178476,DOWN,65766.93,-0.1635075349178476,False,0.1635075349178476,Medium (0.15-0.5%),BTC,5m
2026-02-28 00:35:00+00:00,btc-updown-5m-1772238900,UP,0.11844858806699468,UP,65844.83,0.11844858806699468,True,0.11844858806699468,Small (0.05-0.15%),BTC,5m
2026-02-28 00:40:00+00:00,btc-updown-5m-1772239200,UP,-0.008201099463706917,DOWN,65839.43,-0.008201099463706917,False,0.008201099463706917,Tiny (<0.05%),BTC,5m
2026-02-28 00:45:00+00:00,btc-updown-5m-1772239500,UP,0.15800562064406298,UP,65943.46,0.15800562064406298,True,0.15800562064406298,Medium (0.15-0.5%),BTC,5m
2026-02-28 00:50:00+00:00,btc-updown-5m-1772239800,DOWN,0.03040483468715223,UP,65963.51,0.03040483468715223,False,0.03040483468715223,Tiny (<0.05%),BTC,5m
2026-02-28 00:55:00+00:00,btc-updown-5m-1772240100,UP,-0.04170487592305922,DOWN,65936.0,-0.04170487592305922,False,0.04170487592305922,Tiny (<0.05%),BTC,5m
2026-02-28 01:00:00+00:00,btc-updown-5m-1772240400,UP,0.006036156272743154,UP,65939.98,0.006036156272743154,True,0.006036156272743154,Tiny (<0.05%),BTC,5m
2026-02-28 01:05:00+00:00,btc-updown-5m-1772240700,DOWN,-0.003836822516474582,DOWN,65937.45,-0.003836822516474582,True,0.003836822516474582,Tiny (<0.05%),BTC,5m
2026-02-28 01:10:00+00:00,btc-updown-5m-1772241000,UP,-0.14412143630061344,DOWN,65842.42,-0.14412143630061344,False,0.14412143630061344,Small (0.05-0.15%),BTC,5m
2026-02-28 01:15:00+00:00,btc-updown-5m-1772241300,UP,-0.004647459798709816,DOWN,65839.36,-0.004647459798709816,False,0.004647459798709816,Tiny (<0.05%),BTC,5m
2026-02-28 01:20:00+00:00,btc-updown-5m-1772241600,UP,0.11236439722378214,UP,65913.34,0.11236439722378214,True,0.11236439722378214,Small (0.05-0.15%),BTC,5m
2026-02-28 01:25:00+00:00,btc-updown-5m-1772241900,DOWN,0.05176493863004045,UP,65947.46,0.05176493863004045,False,0.05176493863004045,Small (0.05-0.15%),BTC,5m
2026-02-28 01:30:00+00:00,btc-updown-5m-1772242200,DOWN,-0.16940758597829417,DOWN,65835.74,-0.16940758597829417,True,0.16940758597829417,Medium (0.15-0.5%),BTC,5m
2026-02-28 01:35:00+00:00,btc-updown-5m-1772242500,UP,-0.017239876091627162,DOWN,65824.39,-0.017239876091627162,False,0.017239876091627162,Tiny (<0.05%),BTC,5m
2026-02-28 01:40:00+00:00,btc-updown-5m-1772242800,DOWN,-0.005104490903752518,DOWN,65821.03,-0.005104490903752518,True,0.005104490903752518,Tiny (<0.05%),BTC,5m
2026-02-28 01:45:00+00:00,btc-updown-5m-1772243100,UP,-0.06420440397240025,DOWN,65778.77,-0.06420440397240025,False,0.06420440397240025,Small (0.05-0.15%),BTC,5m
2026-02-28 01:50:00+00:00,btc-updown-5m-1772243400,DOWN,0.08951216327090047,UP,65837.65,0.08951216327090047,False,0.08951216327090047,Small (0.05-0.15%),BTC,5m
2026-02-28 01:55:00+00:00,btc-updown-5m-1772243700,DOWN,-0.02691469091014209,DOWN,65819.93,-0.02691469091014209,True,0.02691469091014209,Tiny (<0.05%),BTC,5m
2026-02-28 02:00:00+00:00,btc-updown-5m-1772244000,UP,-0.01286844273457388,DOWN,65811.46,-0.01286844273457388,False,0.01286844273457388,Tiny (<0.05%),BTC,5m
2026-02-28 02:05:00+00:00,btc-updown-5m-1772244300,UP,0.030921666226507157,UP,65831.81,0.030921666226507157,True,0.030921666226507157,Tiny (<0.05%),BTC,5m
2026-02-28 02:10:00+00:00,btc-updown-5m-1772244600,DOWN,0.12588139381249785,UP,65914.68,0.12588139381249785,False,0.12588139381249785,Small (0.05-0.15%),BTC,5m
2026-02-28 02:15:00+00:00,btc-updown-5m-1772244900,UP,-0.03563697798425281,DOWN,65891.19,-0.03563697798425281,False,0.03563697798425281,Tiny (<0.05%),BTC,5m
2026-02-28 02:20:00+00:00,btc-updown-5m-1772245200,DOWN,0.07058606772771103,UP,65937.7,0.07058606772771103,False,0.07058606772771103,Small (0.05-0.15%),BTC,5m
2026-02-28 02:25:00+00:00,btc-updown-5m-1772245500,UP,-0.013285267760317332,DOWN,65928.94,-0.013285267760317332,False,0.013285267760317332,Tiny (<0.05%),BTC,5m
2026-02-28 02:30:00+00:00,btc-updown-5m-1772245800,UP,0.01113319886531849,UP,65936.28,0.01113319886531849,True,0.01113319886531849,Tiny (<0.05%),BTC,5m
2026-02-28 02:35:00+00:00,btc-updown-5m-1772246100,UP,0.061923420611538514,UP,65977.11,0.061923420611538514,True,0.061923420611538514,Small (0.05-0.15%),BTC,5m
2026-02-28 02:40:00+00:00,btc-updown-5m-1772246400,DOWN,-0.011094756954354298,DOWN,65969.79,-0.011094756954354298,True,0.011094756954354298,Tiny (<0.05%),BTC,5m
2026-02-28 02:45:00+00:00,btc-updown-5m-1772246700,UP,0.0061998075179730905,UP,65973.88,0.0061998075179730905,True,0.0061998075179730905,Tiny (<0.05%),BTC,5m
2026-02-28 02:50:00+00:00,btc-updown-5m-1772247000,UP,0.02012917839605437,UP,65987.16,0.02012917839605437,True,0.02012917839605437,Tiny (<0.05%),BTC,5m
