recorded_at,coin,market_type,slug,market_closes,seconds_left,yes_price,no_price,gap,opportunity
2026-03-01T12:50:47.194548+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,552,0.095,0.905,0.0,False
2026-03-01T12:50:47.194548+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,252,0.415,0.585,0.0,False
2026-03-01T12:50:47.194548+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,552,0.095,0.905,0.0,False
2026-03-01T12:50:47.194548+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,252,0.325,0.685,-0.01,False
2026-03-01T12:50:47.194548+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,552,0.03,0.97,0.0,False
2026-03-01T12:51:03.500047+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,236,0.475,0.535,-0.01,False
2026-03-01T12:51:03.500047+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,536,0.105,0.895,0.0,False
2026-03-01T12:51:03.500047+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,236,0.515,0.485,0.0,False
2026-03-01T12:51:03.500047+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,536,0.105,0.895,0.0,False
2026-03-01T12:51:03.500047+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,236,0.395,0.605,0.0,False
2026-03-01T12:51:03.500047+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,536,0.05,0.955,-0.005,False
2026-03-01T12:51:19.441944+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,220,0.31,0.685,0.005,False
2026-03-01T12:51:19.441944+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,520,0.085,0.915,0.0,False
2026-03-01T12:51:19.441944+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,220,0.425,0.565,0.01,False
2026-03-01T12:51:19.441944+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,520,0.1,0.895,0.005,False
2026-03-01T12:51:19.441944+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,220,0.405,0.595,0.0,False
2026-03-01T12:51:19.441944+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,520,0.045,0.96,-0.005,False
2026-03-01T12:51:35.704176+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,204,0.405,0.585,0.01,False
2026-03-01T12:51:35.704176+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,504,0.085,0.915,0.0,False
2026-03-01T12:51:35.704176+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,204,0.53,0.465,0.005,False
2026-03-01T12:51:35.704176+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,504,0.095,0.905,0.0,False
2026-03-01T12:51:35.704176+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,204,0.285,0.725,-0.01,False
2026-03-01T12:51:35.704176+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,504,0.035,0.97,-0.005,False
2026-03-01T12:51:51.410914+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,188,0.45,0.515,0.035,False
2026-03-01T12:51:51.410914+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,488,0.105,0.895,0.0,False
2026-03-01T12:51:51.410914+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,188,0.585,0.415,0.0,False
2026-03-01T12:51:51.410914+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,488,0.095,0.905,0.0,False
2026-03-01T12:51:51.410914+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,188,0.425,0.575,0.0,False
2026-03-01T12:51:51.410914+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,488,0.045,0.955,0.0,False
2026-03-01T12:52:07.268830+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,172,0.585,0.415,0.0,False
2026-03-01T12:52:07.268830+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,472,0.115,0.885,0.0,False
2026-03-01T12:52:07.268830+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,172,0.695,0.305,0.0,False
2026-03-01T12:52:07.268830+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,472,0.105,0.895,0.0,False
2026-03-01T12:52:07.268830+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,172,0.475,0.525,0.0,False
2026-03-01T12:52:07.268830+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,472,0.035,0.96,0.005,False
2026-03-01T12:52:23.646128+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,156,0.515,0.485,0.0,False
2026-03-01T12:52:23.646128+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,456,0.085,0.915,0.0,False
2026-03-01T12:52:23.646128+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,156,0.505,0.495,0.0,False
2026-03-01T12:52:23.646128+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,456,0.095,0.905,0.0,False
2026-03-01T12:52:23.646128+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,156,0.355,0.645,0.0,False
2026-03-01T12:52:23.646128+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,456,0.025,0.975,0.0,False
2026-03-01T12:52:39.584650+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,140,0.29,0.71,0.0,False
2026-03-01T12:52:39.584650+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,440,0.065,0.935,0.0,False
2026-03-01T12:52:39.584650+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,140,0.375,0.625,0.0,False
2026-03-01T12:52:39.584650+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,440,0.095,0.905,0.0,False
2026-03-01T12:52:39.584650+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,140,0.255,0.745,0.0,False
2026-03-01T12:52:39.584650+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,440,0.025,0.97,0.005,False
2026-03-01T12:52:55.571009+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,124,0.225,0.775,0.0,False
2026-03-01T12:52:55.571009+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,424,0.065,0.935,0.0,False
2026-03-01T12:52:55.571009+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,124,0.325,0.675,0.0,False
2026-03-01T12:52:55.571009+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,424,0.075,0.925,0.0,False
2026-03-01T12:52:55.571009+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,124,0.265,0.735,0.0,False
2026-03-01T12:52:55.571009+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,424,0.03,0.97,0.0,False
2026-03-01T12:53:11.337679+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,108,0.18,0.825,-0.005,False
2026-03-01T12:53:11.337679+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,408,0.065,0.935,0.0,False
2026-03-01T12:53:11.337679+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,108,0.215,0.785,0.0,False
2026-03-01T12:53:11.337679+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,408,0.065,0.935,0.0,False
2026-03-01T12:53:11.337679+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,108,0.205,0.785,0.01,False
2026-03-01T12:53:11.337679+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,408,0.03,0.97,0.0,False
2026-03-01T12:53:27.211805+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,92,0.315,0.685,0.0,False
2026-03-01T12:53:27.211805+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,392,0.065,0.935,0.0,False
2026-03-01T12:53:27.211805+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,92,0.425,0.585,-0.01,False
2026-03-01T12:53:27.211805+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,392,0.065,0.935,0.0,False
2026-03-01T12:53:27.211805+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,92,0.155,0.835,0.01,False
2026-03-01T12:53:27.211805+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,392,0.025,0.975,0.0,False
2026-03-01T12:53:44.157308+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,75,0.325,0.665,0.01,False
2026-03-01T12:53:44.157308+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,375,0.065,0.935,0.0,False
2026-03-01T12:53:44.157308+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,75,0.405,0.595,0.0,False
2026-03-01T12:53:44.157308+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,375,0.065,0.935,0.0,False
2026-03-01T12:53:44.157308+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,75,0.19,0.805,0.005,False
2026-03-01T12:53:44.157308+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,375,0.025,0.975,0.0,False
2026-03-01T12:54:00.106120+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,59,0.335,0.665,0.0,False
2026-03-01T12:54:00.106120+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,359,0.055,0.945,0.0,False
2026-03-01T12:54:00.106120+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,59,0.495,0.505,0.0,False
2026-03-01T12:54:00.106120+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,359,0.05,0.95,0.0,False
2026-03-01T12:54:00.106120+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,59,0.215,0.805,-0.02,False
2026-03-01T12:54:00.106120+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,359,0.025,0.975,0.0,False
2026-03-01T12:54:16.013134+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,43,0.345,0.605,0.05,False
2026-03-01T12:54:16.013134+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,343,0.055,0.945,0.0,False
2026-03-01T12:54:16.013134+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,43,0.595,0.395,0.01,False
2026-03-01T12:54:16.013134+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,343,0.045,0.955,0.0,False
2026-03-01T12:54:16.013134+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,43,0.205,0.79,0.005,False
2026-03-01T12:54:16.013134+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,343,0.025,0.97,0.005,False
2026-03-01T12:54:31.899710+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,28,0.465,0.535,-0.0,False
2026-03-01T12:54:31.899710+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,328,0.055,0.945,0.0,False
2026-03-01T12:54:31.899710+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,28,0.425,0.565,0.01,False
2026-03-01T12:54:31.899710+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,328,0.045,0.955,0.0,False
2026-03-01T12:54:31.899710+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,28,0.035,0.96,0.005,False
2026-03-01T12:54:31.899710+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,328,0.025,0.98,-0.005,False
2026-03-01T12:54:47.625156+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,12,0.595,0.405,0.0,False
2026-03-01T12:54:47.625156+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,312,0.065,0.935,0.0,False
2026-03-01T12:54:47.625156+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,12,0.615,0.355,0.03,False
2026-03-01T12:54:47.625156+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,312,0.045,0.955,0.0,False
2026-03-01T12:54:47.625156+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,12,0.015,0.985,0.0,False
2026-03-01T12:54:47.625156+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,312,0.02,0.98,0.0,False
2026-03-01T12:55:05.314740+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,294,0.515,0.485,0.0,False
2026-03-01T12:55:05.314740+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,294,0.065,0.935,0.0,False
2026-03-01T12:55:05.314740+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,294,0.525,0.475,0.0,False
2026-03-01T12:55:05.314740+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,294,0.025,0.975,0.0,False
2026-03-01T12:55:05.314740+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,294,0.515,0.485,0.0,False
2026-03-01T12:55:05.314740+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,294,0.0045,0.9955,0.0,False
2026-03-01T12:55:21.238432+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,278,0.515,0.485,0.0,False
2026-03-01T12:55:21.238432+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,278,0.065,0.935,0.0,False
2026-03-01T12:55:21.238432+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,278,0.525,0.475,0.0,False
2026-03-01T12:55:21.238432+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,278,0.025,0.975,0.0,False
2026-03-01T12:55:21.238432+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,278,0.475,0.525,0.0,False
2026-03-01T12:55:21.238432+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,278,0.0045,0.9955,0.0,False
2026-03-01T12:55:37.210824+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,262,0.575,0.415,0.01,False
2026-03-01T12:55:37.210824+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,262,0.065,0.935,0.0,False
2026-03-01T12:55:37.210824+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,262,0.585,0.415,0.0,False
2026-03-01T12:55:37.210824+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,262,0.025,0.975,0.0,False
2026-03-01T12:55:37.210824+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,262,0.58,0.425,-0.005,False
2026-03-01T12:55:37.210824+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,262,0.0045,0.9955,0.0,False
2026-03-01T12:55:53.387147+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,246,0.605,0.385,0.01,False
2026-03-01T12:55:53.387147+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,246,0.065,0.935,0.0,False
2026-03-01T12:55:53.387147+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,246,0.555,0.445,-0.0,False
2026-03-01T12:55:53.387147+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,246,0.025,0.975,0.0,False
2026-03-01T12:55:53.387147+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,246,0.495,0.505,0.0,False
2026-03-01T12:55:53.387147+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,246,0.0045,0.9955,0.0,False
2026-03-01T12:56:09.168619+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,230,0.565,0.435,0.0,False
2026-03-01T12:56:09.168619+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,230,0.025,0.975,0.0,False
2026-03-01T12:56:09.168619+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,230,0.515,0.485,0.0,False
2026-03-01T12:56:09.168619+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,230,0.025,0.975,0.0,False
2026-03-01T12:56:09.168619+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,230,0.525,0.475,0.0,False
2026-03-01T12:56:09.168619+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,230,0.0045,0.9955,0.0,False
2026-03-01T12:56:25.318082+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,214,0.535,0.465,-0.0,False
2026-03-01T12:56:25.318082+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,214,0.025,0.975,0.0,False
2026-03-01T12:56:25.318082+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,214,0.415,0.585,0.0,False
2026-03-01T12:56:25.318082+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,214,0.025,0.975,0.0,False
2026-03-01T12:56:25.318082+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,214,0.435,0.565,0.0,False
2026-03-01T12:56:25.318082+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,214,0.0045,0.9955,0.0,False
2026-03-01T12:56:41.242847+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,198,0.43,0.565,0.005,False
2026-03-01T12:56:41.242847+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,198,0.015,0.985,0.0,False
2026-03-01T12:56:41.242847+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,198,0.385,0.56,0.055,False
2026-03-01T12:56:41.242847+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,198,0.025,0.975,0.0,False
2026-03-01T12:56:41.242847+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,198,0.565,0.445,-0.01,False
2026-03-01T12:56:41.242847+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,198,0.0035,0.9965,0.0,False
2026-03-01T12:56:57.138909+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,182,0.395,0.605,0.0,False
2026-03-01T12:56:57.138909+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,182,0.005,0.995,0.0,False
2026-03-01T12:56:57.138909+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,182,0.455,0.51,0.035,False
2026-03-01T12:56:57.138909+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,182,0.025,0.975,0.0,False
2026-03-01T12:56:57.138909+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,182,0.665,0.335,-0.0,False
2026-03-01T12:56:57.138909+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,182,0.003,0.997,0.0,False
2026-03-01T12:57:13.394192+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,166,0.575,0.425,0.0,False
2026-03-01T12:57:13.394192+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,166,0.005,0.995,0.0,False
2026-03-01T12:57:13.394192+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,166,0.595,0.425,-0.02,False
2026-03-01T12:57:13.394192+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,166,0.025,0.975,0.0,False
2026-03-01T12:57:13.394192+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,166,0.695,0.305,0.0,False
2026-03-01T12:57:13.394192+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,166,0.003,0.997,0.0,False
2026-03-01T12:57:29.646746+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,150,0.435,0.555,0.01,False
2026-03-01T12:57:29.646746+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,150,0.005,0.995,0.0,False
2026-03-01T12:57:29.646746+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,150,0.555,0.445,-0.0,False
2026-03-01T12:57:29.646746+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,150,0.015,0.985,0.0,False
2026-03-01T12:57:29.646746+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,150,0.665,0.335,-0.0,False
2026-03-01T12:57:29.646746+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,150,0.003,0.997,0.0,False
2026-03-01T12:57:45.979562+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,134,0.435,0.565,0.0,False
2026-03-01T12:57:45.979562+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,134,0.005,0.995,0.0,False
2026-03-01T12:57:45.979562+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,134,0.535,0.465,-0.0,False
2026-03-01T12:57:45.979562+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,134,0.015,0.985,0.0,False
2026-03-01T12:57:45.979562+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,134,0.665,0.335,-0.0,False
2026-03-01T12:57:45.979562+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,134,0.003,0.997,0.0,False
2026-03-01T12:58:01.776612+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,118,0.455,0.545,-0.0,False
2026-03-01T12:58:01.776612+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,118,0.005,0.995,0.0,False
2026-03-01T12:58:01.776612+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,118,0.575,0.425,0.0,False
2026-03-01T12:58:01.776612+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,118,0.005,0.995,0.0,False
2026-03-01T12:58:01.776612+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,118,0.705,0.295,0.0,False
2026-03-01T12:58:01.776612+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,118,0.003,0.997,0.0,False
2026-03-01T12:58:17.648552+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,102,0.435,0.575,-0.01,False
2026-03-01T12:58:17.648552+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,102,0.005,0.995,0.0,False
2026-03-01T12:58:17.648552+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,102,0.615,0.385,0.0,False
2026-03-01T12:58:17.648552+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,102,0.005,0.995,0.0,False
2026-03-01T12:58:17.648552+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,102,0.705,0.295,0.0,False
2026-03-01T12:58:17.648552+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,102,0.0015,0.9985,0.0,False
2026-03-01T12:58:33.980991+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,86,0.315,0.695,-0.01,False
2026-03-01T12:58:33.980991+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,86,0.005,0.995,0.0,False
2026-03-01T12:58:33.980991+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,86,0.455,0.555,-0.01,False
2026-03-01T12:58:33.980991+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,86,0.005,0.995,0.0,False
2026-03-01T12:58:33.980991+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,86,0.615,0.395,-0.01,False
2026-03-01T12:58:33.980991+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,86,0.0015,0.9985,0.0,False
2026-03-01T12:58:49.935961+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,70,0.265,0.72,0.015,False
2026-03-01T12:58:49.935961+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,70,0.005,0.995,0.0,False
2026-03-01T12:58:49.935961+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,70,0.405,0.595,0.0,False
2026-03-01T12:58:49.935961+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,70,0.005,0.995,0.0,False
2026-03-01T12:58:49.935961+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,70,0.705,0.305,-0.01,False
2026-03-01T12:58:49.935961+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,70,0.0015,0.9985,0.0,False
2026-03-01T12:59:05.832505+00:00,btc,5m,btc-updown-5m-1772369700,2026-03-01T13:00:00+00:00,54,0.195,0.815,-0.01,False
2026-03-01T12:59:05.832505+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,54,0.005,0.995,0.0,False
2026-03-01T12:59:05.832505+00:00,eth,5m,eth-updown-5m-1772369700,2026-03-01T13:00:00+00:00,54,0.455,0.465,0.08,True
2026-03-01T12:59:05.832505+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,54,0.005,0.995,0.0,False
2026-03-01T12:59:05.832505+00:00,sol,5m,sol-updown-5m-1772369700,2026-03-01T13:00:00+00:00,54,0.755,0.245,0.0,False
